1170077963 : 0 : [339, 6094, 480, 1282798155, 1158, 40, 0, 220L, 0, 23, 1L, 2L, 56, 90616.2]
2396460492 : 1 : [26, 68, 49, 1316099208, 113, 0, 0, -1L, 1, 0, 7L, 6L, 72, 475870.5]
1934693833 : 0 : [17, 288, 41, 1296016983, 80, 1, 0, -1L, 0, 0, 7L, 5L, 7, 947903.9]
1910983631 : 0 : [108, 841, 162, 1294117344, 1309, 34, 0, -1L, 0, 26, 2L, 1L, 16, 251483.6]
1494773117 : 0 : [298, 4006, 1985, 1287623977, 1525, 885, 0, 220L, 1, 40, 1L, 2L, 58, 34124.3]
1653284393 : 0 : [679, 13266, 1149, 1255396737, 3148, 171, 1, 0, 1, 33, 4L, 1L, 45, 81778.9]
2529606831 : 1 : [6, 302, 41, 1323888922, 52, 0, 0, -1L, 0, 0, 0, 0, 48, 102508.5]
1820038114 : 0 : [137, 22318, 138, 1284736800, 399751, 0, 0, -1L, 1, 64, 30L, 2L, 22, 744.3]
1729990312 : 0 : [161, 4790, 481, 1271292324, 855, 87, 0, -1L, 1, 20, 1L, 2L, 38, 122517.4]
1828497084 : 1 : [1, 1730, 1047, 1344472495, 347, 0, 0, -1L, 1, 0, 0, 0, 63, 0.3]
1569723393 : 0 : [458, 317, 498, 1251992708, 4069, 1632, 1, 0, 1, 9, 3L, 3L, 50, 540470.4]
1255743697 : 0 : [84, 54, 233, 1267499882, 155, 7, 0, -1L, 0, 13, 1L, 7L, 21, 1803509.7]
2482749617 : 1 : [5, 228, 108, 1321907454, 48, 0, 0, -1L, 0, 0, 2L, 0, 53, 119747.7]
3176396674 : 1 : [78, 1161, 827, 1359871791, 161, 8, 0, 220L, 0, 14, 0, 1L, 60, 727352.3]
3205439403 : 1 : [692, 592, 1485, 1355250118, 968, 0, 0, 220L, 0, 57, 0, 1L, 16, 59366.6]
1764669250 : 0 : [24, 31936, 184, 1277151139, 1437339, 14, 0, -1L, 0, 29, 119L, 16L, 44, 1206.3]
2510759062 : 0 : [76, 865, 85, 1320454440, 2404, 0, 0, -1L, 1, 56, 4L, 24L, 12, 3373138.5]
1516476941 : 1 : [16, 34, 158, 1339361666, 45, 0, 0, -1L, 0, 0, 3L, 3L, 76, 212866.0]
1748439627 : 0 : [74, 1334, 1179, 1322369966, 611319, 0, 1, 0, 0, 15, 175L, 53L, 76, 68532.1]
2396367034 : 1 : [37, 47, 56, 1316096581, 106, 0, 0, -1L, 0, 0, 3L, 3L, 89, 602394.3]
1979455831 : 0 : [115, 6682, 196, 1298220063, 304970, 3850, 0, -1L, 1, 35, 184L, 28L, 95, 24586.0]
1621242307 : 1 : [85, 897, 1275, 1334168631, 360, 0, 0, -1L, 0, 0, 0, 0, 35, 0.5]
2640412822 : 1 : [1, 103, 31, 1325170455, 26, 0, 0, -1L, 0, 0, 3L, 3L, 51, 94092.7]
1750765385 : 0 : [1131, 1676, 1615, 1275678008, 18670, 6, 1, 0, 1, 44, 10L, 3L, 40, 9259.8]
2024070467 : 0 : [85, 302, 451, 1312487920, 150, 23, 0, 220L, 1, 0, 1L, 7L, 39, 414476.5]
2183381040 : 0 : [40, 359, 128, 1308581071, 137, 8, 0, -1L, 0, 10, 0, 1L, 64, 614397.8]
2290562002 : 0 : [71, 266, 153, 1312657925, 74, 145, 0, -1L, 0, 0, 1L, 1L, 16, 449792.2]
2397146180 : 1 : [0, 14, 5, 1316119681, 38, 0, 0, -1L, 1, 0, 3L, 3L, 87, 505203.2]
1841075013 : 0 : [159, 886, 233, 1288300675, 1326, 112, 0, -1L, 0, 60, 2L, 1L, 7, 259156.0]
1284032347 : 0 : [904, 6146, 1309, 1274844251, 3010275, 3220, 1, 0, 1, 59, 159L, 24L, 90, 8471.2]
1410881621 : 0 : [488, 4590, 633, 1257353870, 43134, 121, 0, -1L, 1, 0, 2L, 1L, 36, 69737.7]
1725572517 : 0 : [113, 1483, 355, 1270517122, 329, 239, 0, -1L, 0, 0, 1L, 2L, 35, 117078.5]
1213546182 : 0 : [58, 929, 194, 1292211490, 116, 109, 0, -1L, 0, 8, 0, 2L, 25, 129077.5]
2357616977 : 1 : [0, 13, 1, 1316010462, 24, 0, 0, -1L, 1, 0, 8L, 8L, 72, 378852.9]
2394289920 : 1 : [0, 10, 3, 1316012347, 14, 0, 0, -1L, 0, 0, 0, 0, 104, 409367.2]
2458696975 : 1 : [42, 245, 89, 1321037467, 62, 0, 0, -1L, 1, 7, 44L, 12L, 27, 180061.3]
1426984404 : 0 : [203, 13117, 1909, 1290535220, 984, 1, 0, 220L, 0, 27, 0, 1L, 48, 1932.7]
2282536621 : 0 : [428, 3385, 1336, 1312328119, 598351, 43, 0, -1L, 0, 41, 26L, 22L, 68, 1491078.3]
2396671752 : 1 : [0, 24, 23, 1316105980, 52, 0, 0, -1L, 1, 0, 5L, 5L, 65, 718701.2]
1068469892 : 0 : [825, 5949, 923, 1251494081, 209696, 69, 1, 0, 1, 24, 8L, 4L, 28, 35080.1]
1897054331 : 0 : [718, 45126, 2202, 1292767589, 797280, 330, 0, -1L, 1, 49, 43L, 10L, 18, 708.6]
1798348312 : 0 : [117, 1604, 231, 1282507679, 283, 3, 0, -1L, 0, 9, 0, 3L, 31, 248296.77777777778]
2058719763 : 1 : [21, 2060, 1128, 1316313662, 471, 0, 0, -1L, 0, 0, 0, 0, 55, 0.2]
1196235387 : 0 : [159, 4500, 174, 1251494050, 26549007, 4, 1, 0, 0, 0, 1953L, 2142L, 71, 59103.3]
2394240550 : 1 : [0, 13, 1, 1316010513, 33, 0, 0, -1L, 1, 0, 6L, 6L, 70, 378795.1]
2396819054 : 1 : [2, 13, 5, 1316109037, 9, 0, 0, -1L, 1, 0, 7L, 3L, 71, 2132444.4]
2836149552 : 0 : [86, 237, 210, 1339882229, 162571, 160, 0, -1L, 1, 10, 478L, 140L, 8, 24536.1]
2358871767 : 1 : [2, 58, 10, 1316068112, 47, 0, 0, -1L, 0, 0, 2L, 2L, 81, 410057.9]
1678862287 : 0 : [128, 18213, 255, 1262894949, 3390605, 437, 0, -1L, 0, 57, 252L, 29L, 63, 6378.5]
3196673162 : 1 : [9, 1992, 1363, 1362318316, 114, 0, 0, -1L, 1, 0, 0, 0, 57, 0.6]
2303329082 : 0 : [718, 2573, 2552, 1313147662, 81105, 0, 0, 220L, 1, 11, 1251L, 29L, 53, 40498.2]
1075507064 : 0 : [94, 638, 234, 1287874923, 249, 120, 0, 220L, 0, 31, 1L, 4L, 54, 280696.0]
1690893577 : 0 : [678, 3810, 875, 1265558262, 4748, 7, 1, 0, 0, 23, 4L, 2L, 72, 86321.1]
1629722243 : 0 : [554, 12151, 1331, 1280981498, 2133, 206, 0, -1L, 0, 13, 1L, 3L, 28, 7287.4]
1281683815 : 1 : [13, 77, 166, 1306124407, 47, 0, 0, -1L, 0, 0, 8L, 8L, 77, 1.6]
2933465643 : 1 : [2, 511, 256, 1347208611, 79, 243, 0, -1L, 0, 0, 0, 1L, 5, 37969.8]
2023103977 : 0 : [275, 6318, 393, 1300051070, 105660, 4, 1, 0, 0, 67, 10L, 10L, 54, 5844.6]
2396595430 : 1 : [1, 27, 7, 1316102821, 52, 0, 0, -1L, 1, 0, 5L, 5L, 62, 353062.6666666667]
2394287450 : 1 : [0, 10, 3, 1316012253, 11, 0, 0, -1L, 1, 0, 0, 0, 107, 407913.7]
1432609493 : 0 : [99, 610, 177, 1302793674, 319, 11, 0, 220L, 1, 30, 0, 1L, 63, 176165.1]
2464049155 : 1 : [3, 224, 93, 1321322457, 50, 0, 0, -1L, 0, 0, 0, 0, 40, 119808.0]
2397191782 : 1 : [0, 16, 5, 1316119768, 39, 0, 0, -1L, 1, 0, 3L, 3L, 95, 522940.5]
1830268997 : 0 : [208, 2057, 288, 1287173320, 57573, 1051, 0, -1L, 1, 2, 115L, 23L, 56, 154598.8]
2156035812 : 0 : [1, 9327, 14, 1307081843, 374828, 2, 0, -1L, 0, 59, 60L, 12L, 24, 42503.7]
1675389985 : 1 : [204, 4630, 1556, 1261935738, 927, 1, 0, -1L, 1, 0, 4L, 4L, 111, 24069.7]
2359649063 : 1 : [7, 51, 16, 1316109010, 25, 0, 0, -1L, 0, 0, 4L, 4L, 54, 1101743.5]
1732900817 : 0 : [298, 2685, 383, 1273663027, 871, 6169, 0, 220L, 1, 37, 2L, 2L, 18, 308622.0]
1527291183 : 1 : [21, 255, 713, 1312249023, 345, 0, 0, -1L, 1, 0, 0, 0, 105, 372860.0]
2636680960 : 1 : [18, 61, 29, 1325011077, 37, 0, 0, -1L, 1, 0, 3L, 3L, 30, 164899.0]
2737532133 : 0 : [32, 38, 58, 1338078829, 82, 2, 0, -1L, 1, 0, 2L, 1L, 69, 1474321.5]
2481769965 : 1 : [14, 232, 97, 1321906374, 56, 0, 0, -1L, 0, 0, 0, 0, 34, 144811.1]
1843226405 : 0 : [84, 165, 258, 1288572048, 134, 469, 0, -1L, 0, 10, 1L, 6L, 9, 916827.5]
1746651132 : 0 : [233, 1537, 461, 1274817154, 725, 90, 0, -1L, 1, 0, 1L, 1L, 14, 62557.1]
1603423775 : 0 : [318, 3956, 688, 1283632983, 1994, 15, 1, 0, 0, 8, 1L, 3L, 42, 8616.5]
2396178872 : 1 : [35, 75, 62, 1316090299, 126, 0, 0, -1L, 0, 0, 6L, 6L, 60, 588517.0]
3205872164 : 1 : [9, 6123, 1540, 1362049727, 146, 0, 0, -1L, 1, 21, 0, 1L, 102, 771660.6]
3254619315 : 1 : [0, 3520, 1365, 1364504174, 109, 0, 0, -1L, 1, 0, 0, 0, 63, 11.7]
1885902232 : 0 : [141, 641, 310, 1291179095, 368, 374, 0, 200L, 0, 26, 3L, 6L, 55, 257697.0]
1984450671 : 0 : [343, 123, 346, 1298403679, 391, 1, 0, 220L, 0, 4, 5L, 1L, 84, 44136.1]
1784308344 : 0 : [101, 1074, 163, 1280804445, 240, 153, 0, 220L, 0, 33, 1L, 2L, 33, 41068.4]
1747144511 : 0 : [45, 147, 75, 1319571020, 80, 8, 0, -1L, 1, 12, 0, 2L, 39, 1028006.3]
2356868671 : 1 : [1, 16, 61, 1316005829, 34, 0, 0, -1L, 0, 0, 6L, 5L, 69, 909448.0]
1306401992 : 0 : [112, 843, 269, 1276010106, 306, 20, 0, 220L, 0, 26, 7L, 11L, 69, 1353514.9]
1729427562 : 0 : [413, 2541, 608, 1271188891, 1880, 1, 1, 0, 0, 45, 1L, 2L, 59, 1478444.9]
2358983473 : 1 : [45, 61, 70, 1316089833, 130, 0, 0, -1L, 0, 0, 3L, 3L, 98, 407014.8]
1257003760 : 0 : [195, 1067, 357, 1289281435, 473, 1, 0, 220L, 1, 28, 1L, 5L, 23, 153350.9]
1675139172 : 0 : [509, 1677, 1806, 1261886172, 2519, 4, 1, 0, 1, 45, 4L, 1L, 11, 415974.1]
2532500661 : 0 : [18, 199, 105, 1324045265, 66, 4, 0, -1L, 0, 30, 0, 1L, 20, 262703.1]
1770764183 : 0 : [2339, 2862, 2484, 1278620876, 389230, 2223, 1, 0, 1, 52, 64L, 81L, 79, 41072.4]
2396640264 : 1 : [0, 17, 4, 1316104049, 44, 0, 0, -1L, 0, 0, 3L, 3L, 81, 484965.8]
1680471465 : 0 : [259, 331, 269, 1272304036, 574, 19, 0, 220L, 0, 73, 1L, 5L, 44, 466463.0]
2396820342 : 1 : [2, 6, 5, 1316109059, 4, 0, 0, -1L, 0, 0, 5L, 3L, 99, 3737726.3333333335]
1626297211 : 0 : [401, 398, 646, 1289555818, 260420, 3, 1, 0, 0, 28, 7994L, 2279L, 70, 380194.5]
2430782963 : 1 : [9, 288, 70, 1319813735, 33, 0, 0, -1L, 1, 0, 0, 1L, 40, 159683.2]
2394132500 : 1 : [1, 14, 5, 1316005601, 40, 0, 0, -1L, 0, 0, 6L, 6L, 71, 1027646.8]
2396659930 : 1 : [0, 21, 2, 1316105914, 36, 0, 0, -1L, 1, 0, 5L, 5L, 56, 710350.0]
3218677453 : 0 : [13, 12, 25, 1357834477, 31, 1, 0, -1L, 0, 0, 1L, 5L, 38, 906045.2]
3313897775 : 0 : [14, 987, 442, 1366481629, 88, 0, 0, -1L, 0, 0, 0, 0, 9, 7260.3]
1748418632 : 0 : [85, 1645, 186, 1275193087, 301, 26, 0, 220L, 0, 47, 1L, 2L, 17, 25052.4]
1179327887 : 0 : [388, 1242, 553, 1280871527, 12721, 365, 1, 0, 1, 19, 2L, 2L, 97, 237736.2]
2396248214 : 1 : [0, 18, 2, 1316094233, 42, 0, 0, -1L, 0, 0, 5L, 5L, 81, 484330.8]
1843843417 : 0 : [69, 1130, 137, 1288649200, 142, 72, 0, -1L, 0, 28, 5L, 7L, 18, 101924.0]
1645854784 : 0 : [2228, 19146, 2507, 1252449040, 42784, 181, 1, 0, 1, 87, 97L, 4L, 20, 6738.1]
2396672694 : 1 : [0, 16, 3, 1316106023, 40, 0, 0, -1L, 1, 0, 5L, 5L, 75, 916399.8]
2230871935 : 1 : [1, 2730, 822, 1309981342, 81, 0, 0, -1L, 1, 23, 2L, 2L, 58, 17942.6]
1744829517 : 0 : [1099, 2717, 1206, 1274477336, 52728, 10, 0, -1L, 1, 34, 10L, 9L, 42, 639289.3]
2396821564 : 1 : [2, 5, 4, 1316109089, 1, 0, 0, -1L, 0, 0, 5L, 3L, 86, 4483520.8]
2146965345 : 0 : [58, 208, 95, 1306445085, 47162, 5, 0, -1L, 1, 3, 16L, 28L, 65, 7299.4]
1642051034 : 0 : [976, 9867, 1399, 1251495341, 62191, 3716, 1, 0, 1, 67, 8L, 15L, 67, 25882.0]
1510292530 : 1 : [59, 54, 121, 1281961314, 86, 0, 0, -1L, 0, 0, 3L, 3L, 78, 213013.11111111112]
1722594714 : 0 : [182, 1649, 201, 1270067654, 20397992, 135, 1, 0, 0, 27, 770L, 1L, 14, 16254.0]
2423386465 : 0 : [135, 149, 375, 1319384386, 157, 0, 0, 200L, 1, 16, 1L, 4L, 15, 472833.1]
1155206355 : 0 : [182, 3700, 341, 1255538237, 1036, 63, 0, 220L, 1, 14, 1L, 2L, 37, 41463.6]
1818869207 : 0 : [35, 4654, 165, 1284335971, 236438, 2, 0, -1L, 0, 46, 21L, 10L, 33, 66419.5]
2429532084 : 0 : [58, 844, 172, 1317245341, 13764, 30, 0, -1L, 0, 54, 9L, 4L, 78, 162024.5]
2482735463 : 1 : [10, 231, 80, 1321907203, 52, 0, 0, -1L, 0, 0, 0, 0, 39, 102198.1]
3213643414 : 1 : [5, 2419, 1079, 1364851184, 87, 0, 0, -1L, 1, 15, 0, 0, 52, 0.2]
1670173352 : 0 : [746, 1294, 893, 1260832385, 1275, 2, 0, 220L, 1, 17, 0, 0, 44, 483824.6]
2149631762 : 0 : [143, 397, 345, 1306707980, 168, 2, 0, 220L, 1, 0, 1L, 4L, 78, 596548.3]
2751264121 : 1 : [472, 441, 1315, 1339421732, 1067, 0, 0, -1L, 0, 0, 3L, 3L, 92, 15840.6]
1649638912 : 0 : [403, 4022, 900, 1253907168, 1584, 1296, 0, -1L, 1, 9, 1L, 1L, 31, 217559.6]
2394288184 : 1 : [0, 11, 2, 1316012295, 12, 0, 0, -1L, 1, 0, 0, 0, 81, 579658.1]
1619766521 : 0 : [265, 309, 587, 1275400571, 92747, 155, 1, 0, 0, 24, 5242L, 1067L, 33, 215087.5]
3158055497 : 1 : [180, 511, 403, 1354486605, 331, 0, 0, 220L, 1, 19, 0, 0, 16, 24916.1]
1838144771 : 0 : [136, 15195, 219, 1287982218, 677487, 220, 1, 0, 0, 102, 40L, 10L, 51, 6214.9]
1596024820 : 0 : [110, 716, 276, 1261855926, 265, 2, 0, -1L, 0, 16, 1L, 4L, 20, 396908.6]
2357655147 : 1 : [0, 11, 5, 1316012357, 7, 0, 0, -1L, 1, 0, 0, 0, 109, 573387.5]
3222469434 : 1 : [58, 195, 177, 1363101377, 82, 0, 0, -1L, 0, 0, 47L, 13L, 30, 153927.88888888888]
1889474453 : 0 : [44, 315, 243, 1292093269, 83, 24, 0, -1L, 1, 0, 1L, 1L, 55, 50004.4]
1487786844 : 0 : [88, 3047, 335, 1272162305, 634, 3, 0, 220L, 0, 10, 2L, 11L, 49, 464650.8888888889]
2000584331 : 0 : [18, 140, 97, 1299021627, 101, 1, 0, -1L, 0, 1, 2L, 2L, 35, 473087.7]
1282099224 : 0 : [1137, 21912, 1721, 1256473219, 114904, 81, 1, 0, 1, 43, 8L, 8L, 32, 5723.2]
3029950705 : 0 : [51, 2557, 1419, 1356631618, 346, 0, 0, 220L, 1, 33, 0, 0, 81, 20.3]
2437421643 : 0 : [22, 2092, 73, 1320109767, 779497, 5, 0, -1L, 1, 17, 65L, 16L, 30, 5729.0]
1896184263 : 0 : [240, 9089, 257, 1292678552, 178458, 826, 1, 0, 0, 36, 175L, 56L, 83, 8629.6]
2556747855 : 1 : [16, 218, 117, 1325016246, 36, 0, 0, -1L, 0, 0, 0, 0, 31, 120122.6]
2358983533 : 1 : [38, 62, 71, 1316089848, 100, 0, 0, -1L, 0, 0, 9L, 5L, 69, 396052.1]
2357651607 : 1 : [0, 16, 4, 1316012178, 39, 0, 0, -1L, 1, 0, 8L, 6L, 84, 581393.5]
1910896065 : 0 : [8, 854, 59, 1294111311, 260363, 50, 1, 0, 1, 14, 9L, 6L, 111, 3251334.6]
1400060225 : 0 : [234, 3117, 358, 1255663390, 319, 1, 0, -1L, 1, 7, 3L, 4L, 17, 65210.8]
2458868575 : 1 : [44, 528, 149, 1321042622, 110, 0, 0, -1L, 1, 0, 0, 1L, 37, 218515.4]
1864970741 : 0 : [835, 3359, 1286, 1310219215, 46456, 11, 0, -1L, 0, 57, 9L, 2L, 95, 129948.2]
1646007410 : 0 : [24, 238, 68, 1305081551, 96, 3, 0, -1L, 0, 0, 16L, 3L, 19, 4906878.2]
1774963297 : 0 : [246, 2086, 391, 1279131802, 632, 1647, 0, -1L, 1, 21, 1L, 3L, 38, 1361093.8]
1978145873 : 0 : [91, 460, 152, 1298155630, 212, 242, 0, -1L, 0, 14, 2L, 1L, 6, 1403544.9]
2537610043 : 1 : [0, 57, 10, 1324207728, 34, 0, 0, -1L, 0, 0, 3L, 3L, 87, 54402.4]
2115296160 : 0 : [93, 3599, 107, 1303850666, 325212, 0, 0, -1L, 0, 63, 20L, 3L, 59, 6473.7]
2396713532 : 1 : [0, 21, 3, 1316105977, 42, 0, 0, -1L, 0, 0, 4L, 4L, 59, 718706.3]
1741608645 : 0 : [37, 1303, 185, 1273870409, 39370, 47, 0, -1L, 1, 6, 67L, 9L, 77, 182581.2]
1741786563 : 0 : [171, 2169, 376, 1273893164, 314, 8, 0, -1L, 0, 14, 0, 5L, 21, 78561.1]
1887696033 : 0 : [66, 12254, 87, 1291928236, 724149, 91, 0, -1L, 0, 79, 21L, 7L, 28, 5040.0]
1642362784 : 0 : [1530, 2915, 1741, 1251421058, 72255, 255, 1, 0, 1, 16, 34L, 11L, 70, 70344.2]
1965644365 : 1 : [28, 116, 140, 1297575818, 253, 5, 0, -1L, 1, 0, 2L, 2L, 66, 445255.5]
3062701807 : 1 : [38, 595, 1195, 1350920594, 170, 0, 0, -1L, 1, 17, 0, 1L, 9, 33567.5]
2394286810 : 1 : [0, 11, 3, 1316012233, 13, 0, 0, -1L, 1, 0, 0, 0, 101, 407784.7]
1660612723 : 0 : [8, 41326, 124, 1258150644, 3154222, 87, 0, -1L, 0, 52, 102L, 33L, 36, 843.7]
1820914065 : 0 : [97, 493, 280, 1303181256, 359, 5, 0, -1L, 1, 9, 1L, 3L, 36, 413618.7]
2706908051 : 0 : [104, 725, 206, 1334296831, 53476, 3, 0, -1L, 1, 50, 6L, 1L, 41, 53654.0]
2016438823 : 0 : [16, 108, 111, 1299770913, 135, 3, 0, -1L, 0, 9, 0, 6L, 36, 86914.4]
2491292473 : 1 : [23, 284, 75, 1322237772, 61, 0, 0, -1L, 1, 0, 0, 0, 34, 159617.4]
1092493017 : 0 : [1678, 21093, 1982, 1251495363, 74221, 362, 1, 0, 1, 51, 4L, 2L, 17, 2088.5]
1483092372 : 0 : [1752, 8630, 2000, 1251552742, 7770, 0, 1, 0, 1, 19, 3L, 1L, 4, 28244.6]
2397150114 : 1 : [1, 15, 5, 1316119800, 41, 0, 0, -1L, 0, 0, 3L, 3L, 79, 522973.1]
2292993395 : 1 : [71, 47, 153, 1312839414, 95, 0, 0, -1L, 1, 0, 5L, 5L, 73, 212947.77777777778]
1977176393 : 1 : [11, 182, 219, 1298104874, 61, 0, 0, -1L, 0, 0, 3L, 2L, 103, 44865.5]
1322058315 : 0 : [192, 775, 509, 1268854472, 12985, 2751, 0, -1L, 1, 14, 10L, 2L, 35, 546379.7]
2397141562 : 1 : [0, 15, 3, 1316119592, 44, 0, 0, -1L, 1, 0, 4L, 4L, 83, 505228.7]
3173856882 : 1 : [18, 2605, 1342, 1361235475, 96, 0, 0, -1L, 1, 14, 0, 0, 45, 0.3]
2358985183 : 1 : [56, 84, 108, 1316090041, 139, 0, 0, -1L, 1, 0, 6L, 6L, 52, 402955.0]
1192329374 : 0 : [473, 5984, 521, 1251495363, 35436222, 1483, 1, 0, 0, 16, 11320L, 6257L, 47, 29210.7]
2080752685 : 0 : [26, 224, 228, 1302490644, 104, 34, 0, 200L, 0, 15, 0, 0, 12, 88004.5]
1652230750 : 0 : [1108, 3539, 1928, 1255026246, 40643, 504, 1, 0, 1, 0, 1L, 1L, 31, 68574.0]
1657430300 : 0 : [411, 55706, 657, 1261370583, 3327028, 6, 0, -1L, 1, 51, 193L, 51L, 45, 1314.1]
3205458277 : 1 : [747, 715, 749, 1355250499, 1022, 0, 0, 220L, 0, 18, 0, 0, 23, 20532.6]
2392261910 : 0 : [84, 2390, 113, 1315926419, 57963, 9, 0, -1L, 1, 54, 80L, 10L, 103, 17429.3]
3225657804 : 1 : [36, 2376, 1380, 1363223761, 215, 0, 0, -1L, 0, 61, 0, 0, 46, 8.5]
1625821292 : 1 : [40, 1276, 635, 1329196885, 941, 1, 0, -1L, 1, 36, 3L, 3L, 71, 1.3]
2991608862 : 1 : [64, 1372, 1165, 1346978008, 376, 0, 0, -1L, 1, 0, 0, 0, 64, 12420.7]
1135520725 : 0 : [121, 3897, 126, 1298650595, 529596, 21, 0, -1L, 1, 64, 1342L, 186L, 30, 17204.1]
1925130883 : 0 : [188, 809, 391, 1298959096, 3359, 183, 1, 0, 1, 36, 1L, 3L, 22, 181848.6]
2397139732 : 1 : [0, 14, 3, 1316119487, 44, 0, 0, -1L, 1, 0, 4L, 4L, 80, 484977.1]
2358872537 : 1 : [3, 60, 12, 1316068246, 62, 0, 0, -1L, 0, 0, 3L, 3L, 67, 413238.3]
2397185370 : 1 : [0, 13, 3, 1316119573, 35, 0, 0, -1L, 1, 0, 4L, 4L, 90, 505208.6]
1270873542 : 0 : [162, 907, 356, 1255400928, 211, 20, 0, -1L, 0, 17, 0, 0, 32, 162891.3]
1237649410 : 0 : [109, 3490, 390, 1266291302, 1237, 317, 0, -1L, 0, 17, 1L, 3L, 38, 20122.2]
2560011907 : 1 : [12, 176, 58, 1325157680, 40, 0, 0, -1L, 1, 0, 0, 0, 36, 120114.5]
2655326001 : 0 : [1242, 1767, 1662, 1331353178, 73878, 8768, 0, 220L, 1, 35, 46L, 15L, 112, 100317.6]
2925601630 : 0 : [14, 29, 17, 1344481106, 24, 0, 0, -1L, 0, 38, 2L, 2L, 12, 215258.4]
1257161353 : 0 : [130, 529, 347, 1265648564, 448, 88, 0, -1L, 1, 12, 0, 1L, 12, 697780.4285714285]
1919038835 : 0 : [194, 1295, 222, 1294864487, 388, 0, 0, 220L, 1, 8, 3L, 4L, 18, 60869.6]
2866794090 : 0 : [66, 102, 100, 1342045305, 155, 2, 0, -1L, 0, 11, 0, 2L, 8, 1641711.8]
1496966465 : 0 : [630, 7109, 1776, 1274370195, 1873, 110, 0, 220L, 1, 59, 1L, 1L, 16, 3570.4]
2495141280 : 1 : [0, 37, 103, 1319664329, 40, 0, 0, -1L, 1, 0, 3L, 3L, 44, 701372.6]
1642653925 : 0 : [814, 7868, 1268, 1251516855, 3675, 629, 0, -1L, 0, 63, 2L, 3L, 59, 193630.22222222222]
2358311005 : 1 : [45, 80, 87, 1316090032, 119, 0, 0, -1L, 1, 27, 6L, 6L, 67, 395591.0]
1752467960 : 0 : [282, 2991, 307, 1276062427, 37845782, 1017, 1, 0, 0, 47, 1723L, 681L, 75, 41457.8]
2359044097 : 1 : [0, 29, 79, 1316094185, 43, 0, 0, -1L, 0, 0, 5L, 5L, 81, 484605.3]
1930332675 : 1 : [3, 108, 1335, 1295674365, 173, 0, 0, -1L, 0, 0, 3L, 1L, 37, 406886.4]
2980939493 : 1 : [4, 2880, 1301, 1349322725, 152, 0, 0, -1L, 1, 0, 0, 0, 62, 0.1]
1727523363 : 0 : [309, 3386, 603, 1270938700, 654, 4, 0, 220L, 1, 60, 1L, 2L, 12, 93495.5]
1254979065 : 0 : [244, 4291, 367, 1256324745, 818, 24, 0, -1L, 0, 0, 1L, 9L, 31, 232603.5]
1667486454 : 0 : [809, 2339, 1059, 1262414999, 19463, 1065, 1, 0, 1, 38, 8L, 5L, 28, 156207.6]
1739465613 : 0 : [8, 1578, 8, 1273386008, 25249, 2, 0, -1L, 1, 40, 107L, 14L, 23, 34975.5]
2396714882 : 1 : [0, 17, 3, 1316106022, 44, 0, 0, -1L, 0, 0, 4L, 4L, 70, 916410.0]
2396639364 : 1 : [0, 15, 2, 1316104019, 45, 0, 0, -1L, 0, 0, 3L, 3L, 80, 484961.6]
3258220654 : 0 : [168, 636, 452, 1363054325, 308, 0, 0, -1L, 0, 15, 0, 0, 92, 41818.9]
2528019090 : 1 : [11, 105, 136, 1321050606, 163, 0, 0, -1L, 1, 0, 3L, 2L, 61, 314663.7]
3147429090 : 1 : [117, 4858, 1438, 1359422032, 204, 0, 0, -1L, 1, 36, 0, 0, 29, 529.5]
1639529981 : 0 : [536, 20822, 576, 1251495295, 39554, 80, 1, 0, 1, 64, 8L, 5L, 14, 8650.8]
2233896822 : 1 : [13, 243, 584, 1310168951, 321, 0, 0, -1L, 1, 0, 0, 0, 102, 366287.0]
1189729754 : 0 : [179, 10866, 186, 1251495247, 2773019, 39, 1, 0, 0, 46, 356L, 142L, 47, 14081.7]
1769390397 : 0 : [116, 471, 135, 1278467681, 203, 229, 0, -1L, 0, 0, 2L, 2L, 24, 707721.9]
1704548463 : 0 : [311, 11189, 342, 1272489176, 4233, 0, 1, 0, 1, 10, 2L, 3L, 35, 33304.7]
2432854134 : 0 : [47, 3882, 50, 1317385615, 32023, 0, 0, -1L, 0, 17, 90L, 4L, 44, 10120.4]
2120438162 : 1 : [30, 2443, 1722, 1304117146, 538, 0, 0, -1L, 0, 38, 0, 0, 81, 349599.3]
1287656950 : 0 : [1489, 14704, 1868, 1251494102, 34389, 234, 1, 0, 1, 49, 3L, 1L, 36, 8312.0]
1246948727 : 0 : [202, 2633, 422, 1256926229, 924, 487, 0, 220L, 0, 10, 2L, 2L, 25, 55805.3]
1243747903 : 0 : [257, 4629, 757, 1259557930, 1435, 9, 0, 220L, 0, 44, 1L, 2L, 43, 52225.1]
1916917715 : 0 : [109, 92, 385, 1294697036, 989, 9, 0, -1L, 1, 22, 11L, 4L, 89, 1172402.4]
1808080990 : 0 : [110, 2743, 179, 1283894746, 22481, 749, 1, 0, 1, 105, 9L, 6L, 37, 148242.6]
2489664111 : 1 : [20, 270, 140, 1322176602, 61, 0, 0, -1L, 1, 0, 0, 2L, 40, 180021.7]
2397151692 : 1 : [1, 15, 5, 1316119863, 44, 0, 0, -1L, 0, 0, 4L, 4L, 69, 907225.1]
